area,link,location,name,number_of_bathrooms,number_of_bedrooms,price_per_metter
70,https://meeyland.com//chu-can-ban-gap-nha-kdt-van-quan-o-hay-kinh-doanh-vp-qua-dinh-1699867895879,"Hà Đông, Hà Nội",Chủ cần bán gấp nhà khu đô thị Văn Quán - ở hay kinh doanh văn phòng quá đỉnh,4,4,"197,14 Tr/m²"
68,https://meeyland.com//ha-gia-400-trieu-ban-gap-nha-xe-tai-do-cua-duc-2-tang-btct-68m-do-nhuan-tan-phu-chi-5-7-ty-1699867754602,"Tân Phú, Hồ Chí Minh","Hạ giá 400 triệu, bán gấp nhà xe tải đỗ cửa, đúc 2 tầng 68m2 Đỗ Nhuận, Tân Phú chỉ 5,7 tỷ",,,"83,82 Tr/m²"
33,https://meeyland.com//ban-nha-sat-mat-tien-nguyen-van-cu-quan-1-3x11-cuc-ngon-chi-3-ty-xx-1699892681587,"Quận 1, Hồ Chí Minh","Bán nhà sát mặt tiền Nguyễn Văn Cừ, Quận 1, 33m2, cực ngon, chỉ 3,99 tỷ",,,"120,91 Tr/m²"
42,https://meeyland.com//dien-tich-42m2-ban-nha-o-vi-tri-ngay-o-phuong-26-ho-chi-minh-tong-quan-trong-can-nha-5-phong-ngu-4-wc-vi-tri-thuan-loi-1699953842956,"Bình Thạnh, Hồ Chí Minh","Diện tích 42m2 bán nhà ở vị trí ngay ở Phường 26, Hồ Chí Minh tổng quan trong căn nhà 5 phòng ngủ 4 WC vị trí thuận lợi",4,5,"58,33 Tr/m²"
80,https://meeyland.com//vi-tri-thuan-loi-ngay-tren-tan-phu-ho-chi-minh-ban-nha-gia-ban-cuc-re-chi-7-8-ty-can-nay-gom-2-phong-ngu-2-wc-1699953863788,"Tân Phú, Hồ Chí Minh","Vị trí thuận lợi ngay trên Tân Phú, Hồ Chí Minh bán nhà giá bán cực rẻ chỉ 7.8 tỷ căn này gồm 2 phòng ngủ 2 WC",2,2,"97,5 Tr/m²"
58.5,https://meeyland.com//co-dien-tich-58-5m2-ban-nha-vi-tri-dat-ngay-tren-van-kiep-phuong-3-trong-nhin-tong-quan-gom-4-pn-3-wc-cam-on-da-xem-tin-1699953800986,"Phú Nhuận, Hồ Chí Minh","Có diện tích 58.5m2 bán nhà vị trí đặt ngay trên Vạn Kiếp, Phường 3 trong nhìn tổng quan gồm 4 PN 3 WC cảm ơn đã xem tin.",3,4,"82,05 Tr/m²"
177,https://meeyland.com//ngoi-nha-bao-gom-co-3-pn-ban-nha-gia-ban-canh-tranh-chi-13-28-ty-co-dien-tich-rong-177m2-mat-tien-toa-lac-ngay-o-linh-xuan-ho-chi-minh-1694464339696,"Thủ Đức, Hồ Chí Minh","Nhà có 3 PN bán nhà ở có diện tích 177m2 bán ngay với giá cơ bản 12.32 tỷ vị trí ngay tại Thủ Đức, Hồ Chí Minh",1,3,"69,61 Tr/m²"
110,https://meeyland.com//vi-tri-dep-gan-quan-8-ho-chi-minh-ban-nha-gia-nhinh-7-9-ty-co-dien-tich-gom-110m2-trong-nha-nay-gom-4-phong-ngu-lien-he-chinh-chu-1699953717894,"Quận 8, Hồ Chí Minh","Vị trí đẹp gần Quận 8, Hồ Chí Minh bán nhà giá nhỉnh 7.9 tỷ có diện tích gồm 110m2 trong nhà này gồm 4 phòng ngủ liên hệ chính chủ",5,4,"71,82 Tr/m²"
70,https://meeyland.com//ban-nha-co-dien-tich-rong-70m2-vi-tri-thuan-loi-gan-tan-phong-quan-7-ban-ngay-voi-gia-sieu-uu-dai-tu-14-5-ty-nha-tong-quan-co-3-phong-ngu-4-wc-1699953676498,"Quận 7, Hồ Chí Minh","Bán nhà có diện tích rộng 70m2 vị trí thuận lợi gần Tân Phong, Quận 7 bán ngay với giá siêu ưu đãi từ 14.5 tỷ nhà tổng quan có 3 phòng ngủ, 4 WC",4,3,"207,14 Tr/m²"
80,https://meeyland.com//tong-quan-gom-co-3-pn-ban-nha-o-co-dien-tich-chung-80m2-ban-ngay-voi-gia-chinh-chu-chi-1-5-ty-vi-tri-dat-ngay-trung-tam-binh-chanh-ho-chi-minh-1699953687265,"Bình Chánh, Hồ Chí Minh","Tổng quan gồm có 3 PN, bán nhà ở có diện tích chung 80m2 bán ngay với giá chính chủ chỉ 1.5 tỷ vị trí đặt ngay trung tâm Bình Chánh, Hồ Chí Minh",2,3,"18,75 Tr/m²"
24,https://meeyland.com//ban-ngay-voi-gia-cuc-soc-2-3-ty-ban-nha-dien-tich-rong-24m2-vi-tri-thuan-loi-tran-van-on-son-ky-tong-quan-gom-co-2-pn-lien-he-chinh-chu-1699953614515,"Tân Phú, Hồ Chí Minh","Bán ngay với giá cực sốc 2.3 tỷ bán nhà diện tích rộng 24m2 vị trí thuận lợi Trần Văn Ơn, Sơn Kỳ tổng quan gồm có 2 PN liên hệ chính chủ.",,2,"95,83 Tr/m²"
65,https://meeyland.com//giam-gan-1-ty-can-ban-gap-nha-dong-tien-65m2-8t-mt-7m-15p-khep-kin-doanh-thu-cao-1694103669714,"Cầu Giấy, Hà Nội","Giảm gần 1 tỷ, cần bán gấp nhà dòng tiền 65m2, 8 tầng, mặt tiền 7m, 15 phòng khép kín, doanh thu cao",15,15,"145,38 Tr/m²"
36,https://meeyland.com//nha-mat-ngo-41-dong-tac-dong-da-o-to-tranh-36m2-6t-thang-may-mt-4-5m-chi-10-6-ty-1699890726589,"Đống Đa, Hà Nội","Nhà mặt ngõ 41 Đông Tác, Đống Đa, ô tô tránh, 36m2 6 tầng thang máy, mặt tiền 4.5m, chỉ 10,6 tỷ",4,4,"294,44 Tr/m²"
50,https://meeyland.com//nha-dep-can-ban-lac-long-quan-ngo-nong-o-to-sat-cua-tttm-lotte-tay-ho-50m-x-6-tang-o-luon-1699890568593,"Tây Hồ, Hà Nội","Nhà đẹp cần bán Lạc Long Quân, ngõ nông, ô tô sát cửa, Lotte Tây Hồ, 50m2, 6 tầng, ở luôn",8,8,216 Tr/m²
61,https://meeyland.com//ban-nha-ngo-gia-tu-long-bien-61m2-x-3-tang-ngo-thong-o-to-tranh-kinh-doanh-1699890332706,"Long Biên, Hà Nội","Bán nhà Ngô Gia Tự, Long Biên, 61m2, 3 tầng, ngõ thông, ô tô tránh, kinh doanh",2,3,"94,26 Tr/m²"
50,https://meeyland.com//ban-nha-hxh-binh-thoi-quan-11-50m2-ngang-4m-rat-dep-chi-7-ty-nhinh-1699890078583,"Quận 11, Hồ Chí Minh","Bán nhà hẻm xe hơi Bình Thới, Quận 11, 50m2, ngang 4m, rất đẹp, chỉ 7 tỷ",,,140 Tr/m²
50,https://meeyland.com//ban-nha-pho-luong-dinh-cua-50m2-phan-lo-mat-tien-rong-ngo-thong-gia-nhinh-5-ty-1699889639788,"Đống Đa, Hà Nội","Bán nhà phố Lương Định Của 50m2, phân lô, mặt tiền rộng, ngõ thông, giá nhỉnh 5 tỷ",,,111 Tr/m²
55,https://meeyland.com//nha-ton-that-tung-tam-khuong-gara-7t-thang-may-55m2-mt-4-5m-chi-15-ty-1699889388093,"Đống Đa, Hà Nội","Nhà Tôn Thất Tùng, Tam Khương, gara, 7 tầng thang máy, 55m2 mặt tiền 4.5m, chỉ 15 tỷ",6,6,"272,73 Tr/m²"
800,https://meeyland.com//q12-ban-nha-xuong-gan-800m2-gan-cho-duong-ha-huy-giap-gia-dau-tu-1690962400950,"Quận 12, Hồ Chí Minh","Quận 12. 20 triệu/m2. 800m2 nhà xưởng gần chợ, đường Hà Huy Giáp. Giá tốt đầu tư",2,3,"19,94 Tr/m²"
80,https://meeyland.com//khu-vip-san-bay-bach-dang-duong-12m-kinh-doanh-da-nghanh-nghe-nha-4-tang-1688012564793,"Tân Bình, Hồ Chí Minh","Khu vip sân bay đường 12m, lề 2m, 4 tầng, kinh doanh đa nghành nghề",5,4,200 Tr/m²
60,https://meeyland.com//ban-nha-ngay-tren-truong-cong-dinh-ho-chi-minh-ban-ngay-voi-gia-de-xuat-chi-5-5-ty-co-dien-tich-chinh-60m2-ngoi-nha-nay-gom-co-4-pn-1699950142959,"Tân Bình, Hồ Chí Minh","Bán nhà ngay trên Trương Công Định, Hồ Chí Minh bán ngay với giá đề xuất chỉ 5.5 tỷ có diện tích chính 60m2 ngôi nhà này gồm có 4 PN",5,4,"91,67 Tr/m²"
79,https://meeyland.com//can-nay-gom-co-3-pn-ban-nha-o-dien-tich-chuan-79m2-ban-ngay-voi-gia-tot-nhat-3-8-ty-vi-tri-mat-tien-gan-thu-duc-ho-chi-minh-1699950142983,"Thủ Đức, Hồ Chí Minh","Căn này gồm có 3 PN, bán nhà ở diện tích chuẩn 79m2 bán ngay với giá tốt nhất 3.8 tỷ vị trí mặt tiền gần Thủ Đức, Hồ Chí Minh",,3,"48,1 Tr/m²"
62,https://meeyland.com//nha-dep-bui-quang-la-phuong-12-go-vap-hxh-62m2-4-tang-6-3-ty-1699884766497,"Gò Vấp, Hồ Chí Minh","Nhà đẹp Bùi Quang Là, Phường 12, Gò Vấp, hẻm xe hơi, 62m2, 4 tầng, 6,3 tỷ",4,4,"101,61 Tr/m²"
62,https://meeyland.com//ban-nha-pho-yen-lac-phan-lo-o-to-do-cong-dt-62-m2-5-tang-gia-7-6-ty-1699884473975,"Hai Bà Trưng, Hà Nội","Bán nhà phố Yên Lạc, phân lô, ô tô đỗ cổng, diện tích 62m2 x 5 tầng, giá 7,6 tỷ",5,5,"122,58 Tr/m²"
55,https://meeyland.com//can-ban-gap-nha-phan-lo-vip-nguyen-thi-dinh-55m2-5t-o-to-tranh-via-he-kinh-doanh-sam-uat-15-7-ty-1675960613920,"Cầu Giấy, Hà Nội","Cần bán gấp nhà phân lô vip Nguyễn Thị Định 55m2, 5 tầng, ô tô tránh, vỉa hè kinh doanh sầm uất",4,6,"285,45 Tr/m²"
125,https://meeyland.com//giam-2-5-ty-nha-rieng-125m2-2-tang-hem-8m-ds-59-go-vap-chi-60tr-m2-1699884271611,"Gò Vấp, Hồ Chí Minh","Nhà riêng 125m2, 2 tầng hẻm 8m, đường số 59, Gò Vấp, chỉ 60 triệu/m2",3,2,"62,4 Tr/m²"
62,https://meeyland.com//giam-1-ty-nha-62m2-4-tang-hxh-thong-nhat-p11-go-vap-6-5-ty-1699884256386,"Gò Vấp, Hồ Chí Minh","Nhà 62m2, 4 tầng, hẻm xe hơi, thống Nhất, Phường 11, Gò Vấp, giá 6,5 tỷ",6,4,"104,84 Tr/m²"
62,https://meeyland.com//can-ban-gap-nha-pho-dich-vong-62m2-4t-gan-o-to-sat-mat-pho-dau-tu-tot-hon-9-ty-gia-chot-bat-n-1697127103752,"Cầu Giấy, Hà Nội","Cần bán gấp nhà phố Dịch Vọng, 62m2, 4 tầng, gần ô tô, sát mặt phố, đầu tư tốt, hơn 9 tỷ, giá chốt",3,4,"154,03 Tr/m²"
30,https://meeyland.com//hiem-nha-nh-khach-xem-chot-lien-hem-nhua-xe-tai-xe-hoi-vao-nha-1699884247135,"Gò Vấp, Hồ Chí Minh","Bán nhà Bùi Quang Là, phường 12, Gò Vấp diện tích 30m2",2,2,"116,67 Tr/m²"
72,https://meeyland.com//toi-can-ban-nha-phan-lo-pho-trung-kinh-72m2-5t-o-to-thang-may-gia-chi-13-8-ty-1660636192788,"Cầu Giấy, Hà Nội","Tôi cần bán nhà phân lô phố Trung Kính 72m2, 5 tầng, ô tô, thang máy, giá chỉ 13,8 tỷ",7,6,"191,67 Tr/m²"
62,https://meeyland.com//giam-1-ty-can-ban-gap-nha-pho-nguyen-thi-dinh-62m2-5t-mat-ngo-o-to-tranh-kinh-doanh-tot-16-8-1675958375802,"Cầu Giấy, Hà Nội","Giảm 1 tỷ. Cần bán gấp nhà phố Nguyễn Thị Định 62m2 x 5 tầng, mặt ngõ, ô tô tránh, kinh doanh tốt,",4,6,"270,97 Tr/m²"
200,https://meeyland.com//can-ban-gap-biet-thu-san-vuon-tay-ho-200m2-4t-lo-goc-mat-tien-rong-o-to-gia-chi-17-ty-1660582020161,"Tây Hồ, Hà Nội","Cần bán gấp biệt thự sân vườn Tây Hồ 200m2, 4 tầng, lô góc, mặt tiền rộng, ô tô, giá chỉ 17 tỷ",4,4,85 Tr/m²
45,https://meeyland.com//ban-gapsieu-pham-nha-pho-pham-tuan-tai-45m2-4t-gara-o-to-o-to-dung-do-ngay-dem-3-thoang-11-7-ty-1660404422594,"Cầu Giấy, Hà Nội","Bán gấp siêu phẩm nhà phố Phạm Tuấn Tài, 45m2, 4 tầng gara, ô tô dừng đỗ ngày đêm, 3 thoáng, 11,7 tỷ",4,2,260 Tr/m²
58,https://meeyland.com//nha-5-tang-moi-koong-thuong-thanh-thang-may-o-to-tranh-dt-58m2-mt-4-3m-nhinh-8-ty-1699883901043,"Long Biên, Hà Nội","Nhà 5 tầng mới koong Thượng Thanh, thang máy, ô tô tránh, diện tích 58m2, mặt tiền 4.3m, nhỉnh 8 tỷ",5,4,"258,62 Tr/m²"
515,https://meeyland.com//tb-nha-kho-gan-mat-tien-duong-phan-huy-ich-535m2-ngang-hiem-11m-hem-8m-gia-tot-1699883408450,"Tân Bình, Hồ Chí Minh","Nhà kho gần mặt tiền đường Phan Huy Ích. 515m2, ngang hiếm ~ 11m, hẻm 8m. giá tốt",3,5,"67,86 Tr/m²"
280,https://meeyland.com//sieu-hiem-hem-vip-15x20-duong-quang-ham-go-vap-khu-biet-thu-quan-chuc-1699883372159,"Gò Vấp, Hồ Chí Minh","Siêu hiếm, hẻm vip 280m2 Dương Quảng Hàm, Gò Vấp Khu biệt thự quan chức",8,8,"103,21 Tr/m²"
40,https://meeyland.com//a3131-ban-nha-quan-3-le-van-sy-40-m2-3-tang-3pn-gia-4-ty-1-1699883294766,"Phú Nhuận, Hồ Chí Minh","Bán nhà Quận 3, Lê Văn Sỹ 40m2, 3 tầng, 3 phòng ngủ. Giá 4,1 tỷ",3,3,"102,5 Tr/m²"
30,https://meeyland.com//ban-nha-pho-kham-thien-30m2x5-tang-ngo-dep-2-7m-nhinh-3-ty-1699883259469,"Đống Đa, Hà Nội","Bán nhà phố Khâm Thiên 30m2 x 5 tầng, ngõ đẹp 2,7m",5,3,"113,33 Tr/m²"
70,https://meeyland.com//a3131-ban-nha-phu-nhuan-truong-sa-70m2-3-tang-4pn-gia-6-ty-9-1699882956633,"Phú Nhuận, Hồ Chí Minh","Bán nhà Phú Nhuận, Trường Sa 70m2, 3 tầng, 4 phòng ngủ, giá 6,9 tỷ",4,4,"98,57 Tr/m²"
67,https://meeyland.com//nha-4-tang-mat-tien-duong-4-2x17m-kinh-doanh-da-nganh-chi-6-ty-con-bot-1699882704717,"Gò Vấp, Hồ Chí Minh","Nhà 4 tầng, mặt tiền đường, 4,2m x 17m, kinh doanh đa ngành chỉ 6 tỷ còn bớt",3,4,"89,55 Tr/m²"
50,https://meeyland.com//tong-quan-nha-nay-gom-6-pn-ban-nha-ban-ngay-voi-gia-cuc-re-tu-10-5-ty-co-dien-tich-rong-50m2-o-ly-thai-to-ho-chi-minh-1699882501177,"Quận 10, Hồ Chí Minh","Bán nhà trên Lý Thái Tổ, Hồ Chí Minh giá 10,5 tỷ",7,6,210 Tr/m²
25,https://meeyland.com//ban-nha-pho-tay-son-dong-da-o-to-do-cua-kinh-doanh-tot-4-tang-25m2-gia-3-2-ty-1699882559372,"Đống Đa, Hà Nội","Bán nhà phố Tây Sơn, Đống Đa, ô tô đỗ cửa, kinh doanh tốt, 4 tầng 25m2 giá 3,2 tỷ",3,2,128 Tr/m²
30,https://meeyland.com//ban-nha-xay-tho-lo-goc-chu-moi-ve-tu-hoan-thien-1699864424173,"Long Biên, Hà Nội","Bán nhà xây thô, lô góc, chủ mới về tự hoàn thiện",,,"118,33 Tr/m²"
55,https://meeyland.com//can-ban-nha-4-tang-long-bien-duong-o-to-gia-beo-dat-may-troi-1699864325518,"Long Biên, Hà Nội","Cần bán nhà 4 tầng Long Biên, đường ô tô, giá bèo dạt mây trôi",,,"72,73 Tr/m²"
43,https://meeyland.com//ban-nha-canh-vinhomes-tay-mo-nam-tu-liem-43m2-4t-ngo-thong-he-thoang-oto-do-gan-nha-1699864301663,"Nam Từ Liêm, Hà Nội","Bán nhà cạnh Vinhomes Tây Mỗ, Nam Từ Liêm, 43m2 x 4 tầng, ngõ thông, hè thoáng, ôtô đỗ gần nhà",3,4,"90,7 Tr/m²"
50,https://meeyland.com//nha-3-tang-sau-chung-cu-thuy-loi-khu-can-bo-nha-chinh-chu-3-tang-cho-thue-12-trieu-thang-gia-1699864296012,"Bình Thạnh, Hồ Chí Minh",Nhà 3 tầng - sau chung cư Thuỷ Lợi - khu cán bộ - nhà chính chủ - 3 tầng - cho thuê 12 triệu/tháng,,,124 Tr/m²
40,https://meeyland.com//ban-dat-tang-nha-cap-4-pho-tram-long-bien-1699864199212,"Long Biên, Hà Nội",Bán đất tặng nhà cấp 4 - Phố Trạm - Long Biên,,,75 Tr/m²
42,https://meeyland.com//nha-chinh-chu-30-nam-chua-qua-1-lan-do-hxh-ngang-5-3m-sat-mat-tien-1699864200742,"Bình Thạnh, Hồ Chí Minh","Nhà chính chủ 30 năm chưa qua 1 lần đò - hẻm xe hơi - ngang 5,3m - sát mặt tiền",2,2,"130,95 Tr/m²"
50,https://meeyland.com//mat-tien-kinh-doanh-yen-do-chu-tu-xay-dung-chac-chan-5-tang-lo-goc-nha-moi-1699864141394,"Bình Thạnh, Hồ Chí Minh",Mặt tiền kinh doanh Yên Đỗ chủ tự xây dựng chắc chắn - 5 tầng lô góc,,6,276 Tr/m²
68,https://meeyland.com//ban-nha-duong-xo-viet-nghe-tinh-quan-binh-thanh-gia-6-5-ty-dong-tien-50-tr-thang-1699864000263,"Bình Thạnh, Hồ Chí Minh","Bán nhà đường Xô Viết Nghệ Tĩnh, quận Bình Thạnh, giá 6,5 tỷ, dòng tiền 50 triệu/tháng",,,"95,59 Tr/m²"
32,https://meeyland.com//ban-nha-ngoc-thuy-3-6-ti-32m-nha-5tang-1699863855590,"Long Biên, Hà Nội","Bán nhà Ngọc Thụy 3,6 tỷ 32m2 nhà 5 tầng",,,"112,5 Tr/m²"
26,https://meeyland.com//26m2-5-tang-btct-hem-xe-hoi-vuong-vuc-an-ninh-chi-nhinh-4-ty-quan-binh-thanh-1699863872685,"Bình Thạnh, Hồ Chí Minh",26m2 - 5 tầng - Hẻm xe hơi - Vuông vức - An ninh - Chỉ nhỉnh 4 tỷ quận Bình Thạnh,,,"178,85 Tr/m²"
45,https://meeyland.com//chu-can-ban-nhanh-nha-ngoc-thuy-1699863801130,"Long Biên, Hà Nội",Chủ cần bán nhanh nhà Ngọc Thụy,,3,"71,11 Tr/m²"
31,https://meeyland.com//ban-nha-o-phuc-loi-long-bien-ha-noi-1699863738907,"Long Biên, Hà Nội",Bán nhà ở Phúc Lợi - Long Biên - Hà Nội,,,"85,48 Tr/m²"
20,https://meeyland.com//chi-4-2-ty-20m2-4-tang-btct-hxh-hoang-hoa-tham-binh-thanh-nha-moi-dep-lung-linh-cham-la-1699863780828,"Bình Thạnh, Hồ Chí Minh","Chỉ 4,2 tỷ - 20m2 - 4 tầng - Hẻm xe hơi Hoàng Hoa Thám - Bình Thạnh - Nhà mới đẹp lung linh",,2,210 Tr/m²
54,https://meeyland.com//nha-54m2-4t-3-ngu-7-9-ty-via-he-tai-da-sy-ha-tri-ha-cau-1699863728122,"Hà Đông, Hà Nội","Nhà 54m2, 4 tầng, 3 phòng ngủ, vỉa hè tại Đa Sỹ, Hà Trì, Hà Cầu",,,"146,3 Tr/m²"
21,https://meeyland.com//nha-1-phong-ngu-ban-nha-ban-ngay-voi-gia-khoi-dau-chi-410-trieu-dien-tich-chuan-21m2-mat-tien-toa-lac-gan-hiep-thanh-quan-12-1699878117064,"Quận 12, Hồ Chí Minh","Nhà 1 phòng ngủ bán nhà bán ngay với giá khởi đầu chỉ 410 triệu diện tích chuẩn 21m2 mặt tiền tọa lạc gần Hiệp Thành, Quận 12",2,1,"19,52 Tr/m²"
30,https://meeyland.com//ban-nha-cu-khoi-long-bien-1699863682864,"Long Biên, Hà Nội",Bán nhà Cự Khối - Long Biên,,,95 Tr/m²
40,https://meeyland.com//e-co-can-nha-40m2x5-tang-doi-dien-eaon-long-bien-1699863633330,"Long Biên, Hà Nội",Em có căn nhà 40m2 x 5 tầng đối diện Aeon Long Biên,,,80 Tr/m²
30,https://meeyland.com//ban-nha-ngo-pho-ngoc-ha-ba-dinh-1699863522741,"Ba Đình, Hà Nội",Bán nhà ngõ phố Ngọc Hà Ba Đình,,,100 Tr/m²
33,https://meeyland.com//ban-nha-ngo-158-ngoc-ha-ba-dinh-1699863466675,"Ba Đình, Hà Nội",Bán nhà ngõ 158 Ngọc Hà Ba Đình,,,"90,91 Tr/m²"
32,https://meeyland.com//nha-dan-xay-5-tang-dt32m2-gia-5-15-ty-ba-dinh-1699863390263,"Ba Đình, Hà Nội","Nhà dân xây 5 tầng diện tích 32m2, giá 5,15 tỷ Ba Đình",,,"160,94 Tr/m²"
17,https://meeyland.com//ban-nha-co-dien-tich-rong-17m2-vi-tri-mat-tien-toa-lac-ngay-tren-quan-8-ho-chi-minh-ban-ngay-voi-gia-tot-tu-1-17-ty-can-nha-gom-tong-cong-3-phong-ngu-1699928868960,"Quận 8, Hồ Chí Minh","Bán nhà có diện tích rộng 17m2 vị trí mặt tiền tọa lạc ngay trên Quận 8, Hồ Chí Minh bán ngay với giá tốt từ 1.17 tỷ căn nhà gồm tổng cộng 3 phòng ngủ",,3,"68,82 Tr/m²"
32,https://meeyland.com//sieu-pham-binh-thanh-san-thuong-view-landmark-kia-morning-cach-nha-15met-tang-full-noi-that-1699867509119,"Bình Thạnh, Hồ Chí Minh",Siêu phẩm Bình Thạnh - sân thượng view Landmark - Kia Morning cách nhà 15m - tặng full nội thất,,,"134,38 Tr/m²"
340,https://meeyland.com//ban-nha-pho-hoang-liet-dt-340-m2-7-tang-thang-may-thong-san-kd-vp-1699867408638,"Hoàng Mai, Hà Nội","Bán nhà phố Hoàng Liệt, diện tích 340m2, 7 tầng, thang máy, thông sàn, kinh doanh văn phòng",,6,"205,88 Tr/m²"
55,https://meeyland.com//ban-nha-pho-chua-quynh-phan-lo-o-to-do-c-a-nha-sieu-dep-dt-55-m-5-tang-gia-8-ty-1699867304773,"Hai Bà Trưng, Hà Nội","Bán nhà phố Chùa Quỳnh, phân lô, ô tô đỗ cửa, nhà siêu đẹp, diện tích 55m2 x 5 tầng, giá 8 tỷ",4,6,"145,45 Tr/m²"
37,https://meeyland.com//nguyen-trung-truc-thong-phan-lo-hoang-hoa-tham-5-pn-6-wc-nha-moi-hem-thong-thoang-1699867205578,"Bình Thạnh, Hồ Chí Minh","Nguyễn Trung Trực thông phân lô Hoàng Hoa Thám - 5 phòng ngủ, 6 wc - nhà mới - hẻm thông thoáng",,,"156,22 Tr/m²"
60,https://meeyland.com//sieu-pham-hxh-doi-dien-bxe-mien-dong-10-phong-ks-doanh-thu-45-trieu-thang-2-mt-truoc-sau-gia-1699867120574,"Bình Thạnh, Hồ Chí Minh",Siêu phẩm - hẻm xe hơi - đối diện bến xe Miền Đông - 10 phòng khách sạn - doanh thu 45 triệu/tháng - 2 mặt tiền trước sau,10,10,"166,67 Tr/m²"
58,https://meeyland.com//xe-hoi-vao-nha-nha-dep-4-tang-moi-xay-de-o-3-ty-tang-noi-ngoai-nhap-xin-so-1699867047813,"Bình Thạnh, Hồ Chí Minh",Xe hơi vào nhà - nhà đẹp 4 tầng mới xây để ở 3 tỷ - tặng nội ngoại nhập xịn sò,,,"165,52 Tr/m²"
40,https://meeyland.com//hem-xe-hoi-ba-gac-vi-vu-4-tang-btct-dep-tuyet-voi-thiet-ke-hien-dai-1699866970387,"Bình Thạnh, Hồ Chí Minh",Hẻm xe hơi - ba gác vi vu - 4 tầng bê tông cốt thép đẹp tuyệt vời - thiết kế hiện đại,,,"157,5 Tr/m²"
48,https://meeyland.com//nha-nhin-chung-bao-gom-4-phong-ngu-ban-nha-gia-ban-dam-phan-11-5-ty-dien-tich-gom-48m2-vi-tri-tot-dat-nam-ngay-khuong-ha-khuong-dinh-1699866915867,"Thanh Xuân, Hà Nội","Bán nhà vị trí đặt tọa lạc ngay trên Khương Hạ, Thanh Xuân. Diện tích 48m2",4,4,"239,58 Tr/m²"
17,https://meeyland.com//ban-nha-duong-vu-huy-tan-quan-binh-thanh-gan-phan-xich-long-1699866885532,"Bình Thạnh, Hồ Chí Minh","Bán nhà đường Vũ Huy Tấn, quận Bình Thạnh, gần Phan Xích Long",,,"170,59 Tr/m²"
45,https://meeyland.com//co-dien-tich-chung-la-45m2-ban-nha-toa-lac-tai-dien-bien-phu-chinh-gian-can-nha-co-tong-cong-3-phong-ngu-cam-on-da-xem-tin-1699866691982,"Thanh Khê, Đà Nẵng","Có diện tích chung là 45m2 bán nhà tọa lạc tại Điện Biên Phủ, Chính Gián căn nhà có tổng cộng 3 phòng ngủ cảm ơn đã xem tin",,3,"78,89 Tr/m²"
29,https://meeyland.com//nha-no-hau-nhe-hoan-cong-day-du-vi-tri-sat-quan-1-o-to-dau-sat-nha-1699866705623,"Bình Thạnh, Hồ Chí Minh","Nhà nở hậu nhẹ, hoàn công đầy đủ. Vị trí sát Quận 1, ô tô đậu sát nhà",3,3,"189,66 Tr/m²"
160,https://meeyland.com//khu-vip-binh-thanh-kinh-doanh-da-nganh-hem-o-to-thong-thoang-1699866646290,"Bình Thạnh, Hồ Chí Minh",Khu Vip Bình Thạnh - Kinh doanh đa ngành - Hẻm ô tô thông thoáng,,,"143,75 Tr/m²"
52,https://meeyland.com//hang-xom-landmark81-sat-trung-tam-q1-giap-q2-2-tang-52m2-chi-nhinh-2-ty-1699866550612,"Bình Thạnh, Hồ Chí Minh",Hàng xóm Landmark81 - Sát trung tâm Quận 1 giáp Quận 2 - 2 tầng 52m2 - Chỉ nhỉnh 2 tỷ,2,2,"53,85 Tr/m²"
162,https://meeyland.com//ban-gap-nha-lien-ninh-thanh-tri-162m2-oto-kinh-doanh-gia-qua-re-5-3-ty-1691542096148,"Thanh Trì, Hà Nội","Bán gấp nhà Liên Ninh, Thanh Trì, 162m2, ô tô, kinh doanh, giá quá rẻ 5,3 tỷ",3,4,"32,72 Tr/m²"
56,https://meeyland.com//dt-56m2-ban-nha-o-vi-tri-trung-tam-dai-linh-ha-noi-can-nha-co-tong-cong-4-phong-ngu-3-wc-lh-xem-truc-tiep-1699866429566,"Nam Từ Liêm, Hà Nội","Bán nhà vị trí ở Đại Linh, Hà Nội. Diện tích 56m2",3,4,"85,71 Tr/m²"
75,https://meeyland.com//chi-3-x-ty-co-ngay-can-nha-xay-moi-5-tang-dien-tich-75m2-o-co-dien-a-tt-tu-hiep-1691543239137,"Thanh Trì, Hà Nội","Chỉ 3,x tỷ có ngay căn nhà xây mới 5 tầng, diện tích 75m2 ở Cổ Điển A, Tứ Hiệp",4,4,"50,67 Tr/m²"
83,https://meeyland.com//can-ban-gap-biet-thu-mini-tien-nghi-so-d-chinh-chu-1695174296645,"Thanh Trì, Hà Nội",Cần bán gấp biệt thự mini tiện nghi - sổ đỏ chính chủ,2,3,"59,04 Tr/m²"
120,https://meeyland.com//ban-nha-tt-van-dien-120m2-3-tang-gia-re-nhat-khu-vuc-chi-hon-7-ty-1687229095127,"Thanh Trì, Hà Nội","Bán nhà thị trấn Văn Điển 120m2, 3 tầng, giá rẻ nhất khu vực chỉ 7,5 tỷ",3,4,"62,5 Tr/m²"
